时间,门店代码,门店名称,省,市,区,门店类型,门店级别,门店状态,开店日期,二级渠道,门店面积,客流量,客单价,转化率,GMV,grade,二级渠道Type,门店级别Type,门店类型Type,Date,year,month,销售时长,修正转化率,开店时长,binned_data
2024年3月,JM11209,小米之家广东中山小榄百汇时代广场专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2018/10/1,米家专卖店,135,7979,986.51,7.83,577324.76,B,2,8,2,2024/3/1,2024,3,0.08,7.83,5.5,Low
2023年3月,JM70045,小米之家广东深圳宝安区沙井中心路专卖店,广东,深圳市,宝安区,专卖店,专卖店-C1,营业中,2022/9/30,米家专卖店,125,0,1169.04,0,269618.74,B,2,11,2,2023/3/1,2023,3,1.08,0,1.5,Low
2023年7月,JM70045,小米之家广东深圳宝安区沙井中心路专卖店,广东,深圳市,宝安区,专卖店,专卖店-C1,营业中,2022/9/30,米家专卖店,125,0,1450.87,0,535359.13,B,2,11,2,2023/7/1,2023,7,0.75,0,1.5,Low
2023年5月,JM11463,小米之家广东中山黄圃领丰汇专卖店,广东,中山市,中山市,专卖店,体验店-B2,营业中,2020/5/1,米家专卖店,100,3262,1300.78,11.65,488190.33,B,2,9,2,2023/5/1,2023,5,0.92,11.65,3.92,Low
2023年2月,JM11463,小米之家广东中山黄圃领丰汇专卖店,广东,中山市,中山市,专卖店,体验店-B2,营业中,2020/5/1,米家专卖店,100,3059,1166.66,12.39,461923.71,B,2,9,2,2023/2/1,2023,2,1.16,12.39,3.92,Low
2024年3月,JM11463,小米之家广东中山黄圃领丰汇专卖店,广东,中山市,中山市,专卖店,体验店-B2,营业中,2020/5/1,米家专卖店,100,3443,1150.25,13.97,537736.39,B,2,9,2,2024/3/1,2024,3,0.08,13.97,3.92,Low
2024年1月,JM11463,小米之家广东中山黄圃领丰汇专卖店,广东,中山市,中山市,专卖店,体验店-B2,营业中,2020/5/1,米家专卖店,100,4083,1346.34,12.15,649541.06,B,2,9,2,2024/1/1,2024,1,0.24,12.15,3.92,Low
2023年7月,JM11461,小米之家广东东莞万江华南摩尔专卖店,广东,东莞市,东莞市,专卖店,A-形象店-MES Plus,营业中,2020/5/1,米家专卖店,147,8390,995.04,10.6,878309.71,B,2,5,2,2023/7/1,2023,7,0.75,10.6,3.92,Low
2023年2月,JM11461,小米之家广东东莞万江华南摩尔专卖店,广东,东莞市,东莞市,专卖店,A-形象店-MES Plus,营业中,2020/5/1,米家专卖店,147,7917,942.89,7.38,528919.55,B,2,5,2,2023/2/1,2023,2,1.16,7.38,3.92,Low
2024年2月,JM11461,小米之家广东东莞万江华南摩尔专卖店,广东,东莞市,东莞市,专卖店,A-形象店-MES Plus,营业中,2020/5/1,米家专卖店,147,11005,1374.57,6.83,1007555.15,B,2,5,2,2024/2/1,2024,2,0.16,6.83,3.92,Low
2023年11月,JM19093,小米之家广东广州番禺区碧乐时光专卖店,广东,广州市,番禺区,专卖店,体验店-B1,营业中,2022/1/25,米家专卖店,177.92,2441,1736.75,31.83,1495308.14,B,2,8,2,2023/11/1,2023,11,0.41,20,2.18,Low
2023年9月,JM19093,小米之家广东广州番禺区碧乐时光专卖店,广东,广州市,番禺区,专卖店,体验店-B1,营业中,2022/1/25,米家专卖店,177.92,1881,1371.55,28.97,725073.98,B,2,8,2,2023/9/1,2023,9,0.58,20,2.18,Low
2023年2月,JM19093,小米之家广东广州番禺区碧乐时光专卖店,广东,广州市,番禺区,专卖店,体验店-B1,营业中,2022/1/25,米家专卖店,177.92,2307,1431.81,18.25,588790.1,B,2,8,2,2023/2/1,2023,2,1.16,18.25,2.18,Low
2023年7月,JM70112,小米之家广东深圳盐田区壹海城专卖店,广东,深圳市,盐田区,专卖店,体验店-B1,营业中,2022/12/5,米家专卖店,80,5894,1002.15,14.71,842719.48,B,2,8,2,2023/7/1,2023,7,0.75,14.71,1.32,Low
2023年9月,JM70112,小米之家广东深圳盐田区壹海城专卖店,广东,深圳市,盐田区,专卖店,体验店-B1,营业中,2022/12/5,米家专卖店,80,4074,890.47,19.64,683551.52,B,2,8,2,2023/9/1,2023,9,0.58,19.64,1.32,Low
2023年11月,JM72290,小米之家广东潮州湘桥区瓷兴路专卖店,广东,潮州市,潮安区,专卖店,体验店-B2,营业中,2023/11/14,米家专卖店,97,41,2492.59,234.15,234004.95,B,2,9,2,2023/11/1,2023,11,0.41,20,0.38,Low
2023年11月,JM11208,小米之家广东珠海斗门区大信新都汇专卖店,广东,珠海市,斗门区,专卖店,体验店-B1,营业中,2018/11/11,米家专卖店,105,2599,1969.35,49.02,2415044.33,B,2,8,2,2023/11/1,2023,11,0.41,20,5.39,Low
2023年8月,JM11208,小米之家广东珠海斗门区大信新都汇专卖店,广东,珠海市,斗门区,专卖店,体验店-B1,营业中,2018/11/11,米家专卖店,105,7852,1159.73,16.15,1417161.79,B,2,8,2,2023/8/1,2023,8,0.66,16.15,5.39,Low
2023年7月,JM13467,小米之家广东佛山顺德区悦然广场专卖店,广东,佛山市,顺德区,专卖店,体验店-B1,营业中,2021/1/9,米家专卖店,114,9096,857.84,11.92,911081.03,B,2,8,2,2023/7/1,2023,7,0.75,11.92,3.22,Low
2023年12月,JM13467,小米之家广东佛山顺德区悦然广场专卖店,广东,佛山市,顺德区,专卖店,体验店-B1,营业中,2021/1/9,米家专卖店,114,9880,1326.4,10.87,1382841.75,B,2,8,2,2023/12/1,2023,12,0.33,10.87,3.22,Low
2023年11月,JM14927,小米之家广东佛山南海区里水永润广场专卖店,广东,佛山市,南海区,专卖店,体验店-B1,营业中,2021/3/31,米家专卖店,120,3890,1551.79,11.39,677341.7,B,2,8,2,2023/11/1,2023,11,0.41,11.39,3,Low
2023年9月,JM20134,小米之家广东广州增城区新塘永旺梦乐城专卖店,广东,广州市,增城区,专卖店,体验店-B1,营业中,2021/5/29,米家专卖店,137,19821,1433.42,5.34,1508277.14,B,2,8,2,2023/9/1,2023,9,0.58,5.34,2.84,Low
2023年2月,JM20184,小米之家广东汕头龙湖区万象城专卖店,广东,汕头市,龙湖区,专卖店,体验店-B1,营业中,2022/12/2,米家专卖店,160,13876,874.81,6.02,722908.44,B,2,8,2,2023/2/1,2023,2,1.16,6.02,1.33,Low
2024年3月,JM70239,小米之家广东中山南区悦来天虹购物中心专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2023/5/24,米家专卖店,143,6720,987.91,6,370680.2,B,2,8,2,2024/3/1,2024,3,0.08,6,0.85,Low
2023年10月,JM70045,小米之家广东深圳宝安区沙井中心路专卖店,广东,深圳市,宝安区,专卖店,专卖店-C1,营业中,2022/9/30,米家专卖店,125,0,1479.82,0,540883.01,B,2,11,2,2023/10/1,2023,10,0.5,0,1.5,Low
2023年2月,JM70045,小米之家广东深圳宝安区沙井中心路专卖店,广东,深圳市,宝安区,专卖店,专卖店-C1,营业中,2022/9/30,米家专卖店,125,0,1192.21,0,306943.49,B,2,11,2,2023/2/1,2023,2,1.16,0,1.5,Low
2024年1月,JM17130,小米之家广东广州增城区新塘解放北路专卖店,广东,广州市,增城区,专卖店,体验店-B2,营业中,2021/6/18,米家专卖店,130,8137,1513.98,5.68,691526,B,2,9,2,2024/1/1,2024,1,0.24,5.68,2.78,Low
2024年3月,JM17130,小米之家广东广州增城区新塘解放北路专卖店,广东,广州市,增城区,专卖店,体验店-B2,营业中,2021/6/18,米家专卖店,130,8098,1430.81,5.29,609990.64,B,2,9,2,2024/3/1,2024,3,0.08,5.29,2.78,Low
2023年1月,JM17130,小米之家广东广州增城区新塘解放北路专卖店,广东,广州市,增城区,专卖店,体验店-B2,营业中,2021/6/18,米家专卖店,130,6002,1702.16,6.88,702119.13,B,2,9,2,2023/1/1,2023,1,1.24,6.88,2.78,Low
2023年12月,JM20676,小米之家广东深圳龙华区星河 iCO 专卖店,广东,深圳市,龙华区,专卖店,A-形象店-MES Plus,营业中,2023/9/28,米家专卖店,100,10984,1629.42,11.43,2336637.19,B,2,5,2,2023/12/1,2023,12,0.33,11.43,0.5,Low
2024年2月,JM71997,小米之家广东省深圳市宝安区宝利豪庭专卖店,广东,深圳市,宝安区,专卖店,体验店-B2,营业中,2023/10/13,米家专卖店,83,960,1275.86,18.96,232206.67,B,2,9,2,2024/2/1,2024,2,0.16,18.96,0.46,Low
2023年4月,JM71997,小米之家广东省深圳市宝安区宝利豪庭专卖店,广东,深圳市,宝安区,专卖店,体验店-B2,营业中,2023/10/13,米家专卖店,83,0,0,0,0,B,2,9,2,2023/4/1,2023,4,1,0,0.46,Low
2023年3月,JM11461,小米之家广东东莞万江华南摩尔专卖店,广东,东莞市,东莞市,专卖店,A-形象店-MES Plus,营业中,2020/5/1,米家专卖店,147,4617,1223.35,12.84,714840.49,B,2,5,2,2023/3/1,2023,3,1.08,12.84,3.92,Low
2023年6月,JM14164,小米之家广东湛江赤坎区丽悦新天广场专卖店,广东,湛江市,赤坎区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,103,4197,964.1,13.1,522976.33,B,2,8,2,2023/6/1,2023,6,0.83,13.1,2.92,Low
2023年2月,JM14164,小米之家广东湛江赤坎区丽悦新天广场专卖店,广东,湛江市,赤坎区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,103,4332,805.82,10.11,327290.85,B,2,8,2,2023/2/1,2023,2,1.16,10.11,2.92,Low
2023年6月,JM70112,小米之家广东深圳盐田区壹海城专卖店,广东,深圳市,盐田区,专卖店,体验店-B1,营业中,2022/12/5,米家专卖店,80,5480,1985.79,33.1,4456489.37,B,2,8,2,2023/6/1,2023,6,0.83,20,1.32,Low
2024年3月,JM70112,小米之家广东深圳盐田区壹海城专卖店,广东,深圳市,盐田区,专卖店,体验店-B1,营业中,2022/12/5,米家专卖店,80,6800,1277.26,13.51,1144346.77,B,2,8,2,2024/3/1,2024,3,0.08,13.51,1.32,Low
2023年2月,JM16522,小米之家广东佛山禅城区东方广场专卖店,广东,佛山市,禅城区,专卖店,体验店-B1,营业中,2021/7/17,米家专卖店,80,5109,1160.05,16.5,1105737.27,B,2,8,2,2023/2/1,2023,2,1.16,16.5,2.7,Low
2023年1月,JM16522,小米之家广东佛山禅城区东方广场专卖店,广东,佛山市,禅城区,专卖店,体验店-B1,营业中,2021/7/17,米家专卖店,80,7001,1152.3,17.54,1572325.63,B,2,8,2,2023/1/1,2023,1,1.24,17.54,2.7,Low
2023年2月,JM11208,小米之家广东珠海斗门区大信新都汇专卖店,广东,珠海市,斗门区,专卖店,体验店-B1,营业中,2018/11/11,米家专卖店,105,5315,1127.09,17.87,1020173.18,B,2,8,2,2023/2/1,2023,2,1.16,17.87,5.39,Low
2023年5月,JM11208,小米之家广东珠海斗门区大信新都汇专卖店,广东,珠海市,斗门区,专卖店,体验店-B1,营业中,2018/11/11,米家专卖店,105,5960,1117.04,16.17,1058388.98,B,2,8,2,2023/5/1,2023,5,0.92,16.17,5.39,Low
2024年1月,JM11035,小米之家广东潮州湘桥区新桥路专卖店,广东,潮州市,湘桥区,专卖店,A-形象店-MES Plus,营业中,2017/10/1,米家专卖店,129,4659,2596.13,22.71,3100871.24,B,2,5,2,2024/1/1,2024,1,0.24,20,6.5,Low
2023年2月,JM11035,小米之家广东潮州湘桥区新桥路专卖店,广东,潮州市,湘桥区,专卖店,A-形象店-MES Plus,营业中,2017/10/1,米家专卖店,129,4497,1265.46,15.23,859669.37,B,2,5,2,2023/2/1,2023,2,1.16,15.23,6.5,Low
2023年4月,JM11209,小米之家广东中山小榄百汇时代广场专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2018/10/1,米家专卖店,135,7995,1141.49,8.08,743105.36,B,2,8,2,2023/4/1,2023,4,1,8.08,5.5,Low
2023年12月,JM11209,小米之家广东中山小榄百汇时代广场专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2018/10/1,米家专卖店,135,8489,1213.46,9.35,945832.74,B,2,8,2,2023/12/1,2023,12,0.33,9.35,5.5,Low
2023年8月,JM17130,小米之家广东广州增城区新塘解放北路专卖店,广东,广州市,增城区,专卖店,体验店-B2,营业中,2021/6/18,米家专卖店,130,8455,1250.71,6.08,642078.43,B,2,9,2,2023/8/1,2023,8,0.66,6.08,2.78,Low
2024年2月,JM11463,小米之家广东中山黄圃领丰汇专卖店,广东,中山市,中山市,专卖店,体验店-B2,营业中,2020/5/1,米家专卖店,100,3894,1314.14,12.71,645422.09,B,2,9,2,2024/2/1,2024,2,0.16,12.71,3.92,Low
2023年8月,JM11463,小米之家广东中山黄圃领丰汇专卖店,广东,中山市,中山市,专卖店,体验店-B2,营业中,2020/5/1,米家专卖店,100,4195,1075.02,9.87,445195.97,B,2,9,2,2023/8/1,2023,8,0.66,9.87,3.92,Low
2024年2月,JM20676,小米之家广东深圳龙华区星河 iCO 专卖店,广东,深圳市,龙华区,专卖店,A-形象店-MES Plus,营业中,2023/9/28,米家专卖店,100,7481,1431.61,12.46,1332698.62,B,2,5,2,2024/2/1,2024,2,0.16,12.46,0.5,Low
2023年11月,JM71997,小米之家广东省深圳市宝安区宝利豪庭专卖店,广东,深圳市,宝安区,专卖店,体验店-B2,营业中,2023/10/13,米家专卖店,83,1747,2655.22,20.44,981167.38,B,2,9,2,2023/11/1,2023,11,0.41,20,0.46,Low
2024年1月,JM20676,小米之家广东深圳龙华区星河 iCO 专卖店,广东,深圳市,龙华区,专卖店,A-形象店-MES Plus,营业中,2023/9/28,米家专卖店,100,8540,1450.51,13.65,2289145.7,B,2,5,2,2024/1/1,2024,1,0.24,13.65,0.5,Low
2023年8月,JM11461,小米之家广东东莞万江华南摩尔专卖店,广东,东莞市,东莞市,专卖店,A-形象店-MES Plus,营业中,2020/5/1,米家专卖店,147,8997,841.16,13.67,972468.35,B,2,5,2,2023/8/1,2023,8,0.66,13.67,3.92,Low
2023年7月,JM14164,小米之家广东湛江赤坎区丽悦新天广场专卖店,广东,湛江市,赤坎区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,103,4453,644.89,11.66,372391.66,B,2,8,2,2023/7/1,2023,7,0.75,11.66,2.92,Low
2024年2月,JM14164,小米之家广东湛江赤坎区丽悦新天广场专卖店,广东,湛江市,赤坎区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,103,1626,777.11,45.94,555967.56,B,2,8,2,2024/2/1,2024,2,0.16,20,2.92,Low
2023年4月,JM70112,小米之家广东深圳盐田区壹海城专卖店,广东,深圳市,盐田区,专卖店,体验店-B1,营业中,2022/12/5,米家专卖店,80,6400,2990.44,12.63,2365804.43,B,2,8,2,2023/4/1,2023,4,1,12.63,1.32,Low
2023年3月,JM16522,小米之家广东佛山禅城区东方广场专卖店,广东,佛山市,禅城区,专卖店,体验店-B1,营业中,2021/7/17,米家专卖店,80,4558,1144.14,16.45,934105.57,B,2,8,2,2023/3/1,2023,3,1.08,16.45,2.7,Low
2023年3月,JM13467,小米之家广东佛山顺德区悦然广场专卖店,广东,佛山市,顺德区,专卖店,体验店-B1,营业中,2021/1/9,米家专卖店,114,6035,997.39,12.28,726416.41,B,2,8,2,2023/3/1,2023,3,1.08,12.28,3.22,Low
2023年12月,JM19582,小米之家广东珠海香洲区海悦大厦专卖店,广东,珠海市,香洲区,专卖店,专卖店-C1,营业中,2022/5/6,米家专卖店,151,3943,1909.38,7.2,533879.55,B,2,11,2,2023/12/1,2023,12,0.33,7.2,1.9,Low
2024年2月,JM11209,小米之家广东中山小榄百汇时代广场专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2018/10/1,米家专卖店,135,9264,1111.1,9.9,994501.3,B,2,8,2,2024/2/1,2024,2,0.16,9.9,5.5,Low
2023年8月,JM70045,小米之家广东深圳宝安区沙井中心路专卖店,广东,深圳市,宝安区,专卖店,专卖店-C1,营业中,2022/9/30,米家专卖店,125,0,1497.14,0,537923.52,B,2,11,2,2023/8/1,2023,8,0.66,0,1.5,Low
2023年1月,JM11463,小米之家广东中山黄圃领丰汇专卖店,广东,中山市,中山市,专卖店,体验店-B2,营业中,2020/5/1,米家专卖店,100,3880,1389.64,13.71,721558.87,B,2,9,2,2023/1/1,2023,1,1.24,13.71,3.92,Low
2023年11月,JM20676,小米之家广东深圳龙华区星河 iCO 专卖店,广东,深圳市,龙华区,专卖店,A-形象店-MES Plus,营业中,2023/9/28,米家专卖店,100,11840,2207.99,9.69,2880728.8,B,2,5,2,2023/11/1,2023,11,0.41,9.69,0.5,Low
2023年4月,JM70239,小米之家广东中山南区悦来天虹购物中心专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2023/5/24,米家专卖店,143,0,1045.49,0,88740.8,B,2,8,2,2023/4/1,2023,4,1,0,0.85,Low
2023年4月,JM11035,小米之家广东潮州湘桥区新桥路专卖店,广东,潮州市,湘桥区,专卖店,A-形象店-MES Plus,营业中,2017/10/1,米家专卖店,129,5028,1307.24,18.12,1528226.2,B,2,5,2,2023/4/1,2023,4,1,18.12,6.5,Low
2023年5月,JM14164,小米之家广东湛江赤坎区丽悦新天广场专卖店,广东,湛江市,赤坎区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,103,4491,718.78,11.02,338853.17,B,2,8,2,2023/5/1,2023,5,0.92,11.02,2.92,Low
2023年6月,JM11208,小米之家广东珠海斗门区大信新都汇专卖店,广东,珠海市,斗门区,专卖店,体验店-B1,营业中,2018/11/11,米家专卖店,105,6537,1259.59,16.89,1340035.34,B,2,8,2,2023/6/1,2023,6,0.83,16.89,5.39,Low
2023年9月,JM20676,小米之家广东深圳龙华区星河 iCO 专卖店,广东,深圳市,龙华区,专卖店,A-形象店-MES Plus,营业中,2023/9/28,米家专卖店,100,2799,1090.08,3.18,91243.04,B,2,5,2,2023/9/1,2023,9,0.58,3.18,0.5,Low
2023年12月,JM20828,小米之家广东江门新会区新汇大融城专卖店,广东,江门市,新会区,专卖店,体验店-B1,营业中,2023/12/29,米家专卖店,100,1208,524.8,8.77,55529.81,B,2,8,2,2023/12/1,2023,12,0.33,8.77,0.25,Low
2023年3月,JM20676,小米之家广东深圳龙华区星河 iCO 专卖店,广东,深圳市,龙华区,专卖店,A-形象店-MES Plus,营业中,2023/9/28,米家专卖店,100,0,0,0,0,B,2,5,2,2023/3/1,2023,3,1.08,0,0.5,Low
2023年10月,JM72290,小米之家广东潮州湘桥区瓷兴路专卖店,广东,潮州市,潮安区,专卖店,体验店-B2,营业中,2023/11/14,米家专卖店,97,0,13.9,0,13.9,B,2,9,2,2023/10/1,2023,10,0.5,0,0.38,Low
2023年2月,JM70239,小米之家广东中山南区悦来天虹购物中心专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2023/5/24,米家专卖店,143,0,0,0,0,B,2,8,2,2023/2/1,2023,2,1.16,0,0.85,Low
2024年3月,JM13467,小米之家广东佛山顺德区悦然广场专卖店,广东,佛山市,顺德区,专卖店,体验店-B1,营业中,2021/1/9,米家专卖店,114,9612,1052.95,10.06,992953.19,B,2,8,2,2024/3/1,2024,3,0.08,10.06,3.22,Low
2023年6月,JM20142,小米之家广东广州增城区新塘万达广场专卖店,广东,广州市,增城区,专卖店,体验店-B1,营业中,2021/6/18,米家专卖店,116,1711,1881.18,32.14,1326687.54,B,2,8,2,2023/6/1,2023,6,0.83,20,2.78,Low
2023年9月,JM20142,小米之家广东广州增城区新塘万达广场专卖店,广东,广州市,增城区,专卖店,体验店-B1,营业中,2021/6/18,米家专卖店,116,3709,1327.59,9.87,462758.15,B,2,8,2,2023/9/1,2023,9,0.58,9.87,2.78,Low
2023年3月,JM20142,小米之家广东广州增城区新塘万达广场专卖店,广东,广州市,增城区,专卖店,体验店-B1,营业中,2021/6/18,米家专卖店,116,2128,2392.28,23.17,1098066.59,B,2,8,2,2023/3/1,2023,3,1.08,20,2.78,Low
2024年2月,JM20142,小米之家广东广州增城区新塘万达广场专卖店,广东,广州市,增城区,专卖店,体验店-B1,营业中,2021/6/18,米家专卖店,116,3385,1799.22,14.48,850670.37,B,2,8,2,2024/2/1,2024,2,0.16,14.48,2.78,Low
2023年2月,JM20142,小米之家广东广州增城区新塘万达广场专卖店,广东,广州市,增城区,专卖店,体验店-B1,营业中,2021/6/18,米家专卖店,116,2482,1873.63,18.98,1820945.23,B,2,8,2,2023/2/1,2023,2,1.16,18.98,2.78,Low
2023年11月,JM20142,小米之家广东广州增城区新塘万达广场专卖店,广东,广州市,增城区,专卖店,体验店-B1,营业中,2021/6/18,米家专卖店,116,4116,2420.84,12.54,1240081.33,B,2,8,2,2023/11/1,2023,11,0.41,12.54,2.78,Low
2023年4月,JM20142,小米之家广东广州增城区新塘万达广场专卖店,广东,广州市,增城区,专卖店,体验店-B1,营业中,2021/6/18,米家专卖店,116,2170,1731.78,20.23,757027.5,B,2,8,2,2023/4/1,2023,4,1,20,2.78,Low
2023年12月,JM72639,小米之家广东省东莞南城汇一城专卖店,广东,东莞市,东莞市,专卖店,A-形象店-MES Plus,营业中,2023/12/30,米家专卖店,124,0,1201.82,0,81724.09,B,2,5,2,2023/12/1,2023,12,0.33,0,0.25,Low
2024年1月,JM72639,小米之家广东省东莞南城汇一城专卖店,广东,东莞市,东莞市,专卖店,A-形象店-MES Plus,营业中,2023/12/30,米家专卖店,124,8432,1240.2,7.45,763849.04,B,2,5,2,2024/1/1,2024,1,0.24,7.45,0.25,Low
2024年2月,JM72639,小米之家广东省东莞南城汇一城专卖店,广东,东莞市,东莞市,专卖店,A-形象店-MES Plus,营业中,2023/12/30,米家专卖店,124,12255,1004.41,6.07,733884.36,B,2,5,2,2024/2/1,2024,2,0.16,6.07,0.25,Low
2023年12月,JM71091,小米之家广东中山西区天悦城专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2023/10/8,米家专卖店,131.2,12088,1236.94,5.39,775445.25,B,2,8,2,2023/12/1,2023,12,0.33,5.39,0.48,Low
2024年2月,JM71091,小米之家广东中山西区天悦城专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2023/10/8,米家专卖店,131.2,9249,1161.01,8.53,904490.18,B,2,8,2,2024/2/1,2024,2,0.16,8.53,0.48,Low
